source_user_id,category_entropy_bucket,pair,overlap
0c56e63b4d61517ccd78bcf4e9661815e8ff252c7e54692a2ea634f34471ad9d,high,SASRec vs DIF-SR,0.01
0c9a6e7fb0e8d00bf0d9d244679d530cd71b274fac625bf313362d29fbbf660a,low,SASRec vs DIF-SR,0.02
0cc86e472111d5e52a68ac989b4fd6fd75fbd953406e2dc37136ebba72ffa0fe,high,SASRec vs DIF-SR,0.01
0cf7ecb7544bf9737dd3d1fc08dfcc16c9c901e90c4228e190c945f89365d87f,high,SASRec vs DIF-SR,0.01
0cfa7689c39a035cd57ef84e6e4fcf4119a2a37aeaa1ab1792e0cd43ad70ba1e,mid,SASRec vs DIF-SR,0.02
0cfbe4cc3832c5b18bb1c544e1c1ec34591d4038d5a459776fb84c7caaf078e0,high,SASRec vs DIF-SR,0.02
0d00efde8eee56a47a6b6af7c7f8f6e53a15218e75ad7de54bd80d4de73c08f7,low,SASRec vs DIF-SR,0.01
0d03c8930997d6e68db95f882a3a31ae511d25ce5c0b2e9c48dc974df8e4662d,high,SASRec vs DIF-SR,0.03
0d06906556f99814d6458aff278f28f27684737c563de4f91092b88957c2329f,high,SASRec vs DIF-SR,0.01
0d2250989b2906bf4c21ad182c95adfb1ed902dc038e32762652db2ff1db2f53,high,SASRec vs DIF-SR,0.02
0d4096a115c5338d9ad9845e25249d9dcf69df0d7a6f54b832e33faaa47f2ae2,low,SASRec vs DIF-SR,0.01
0d5de374afacc73f6a9ec44abfdebd8862f2d5d031e0e4875eae8804383024a4,high,SASRec vs DIF-SR,0.01
0d82a245e33029356b31509d0e72f78f4ab4141a6c9b9596441662518b57359a,high,SASRec vs DIF-SR,0.01
0dc082946d05c2a537a7cc9f33d5cae29e999f2d148be47e21a313db144df9a0,high,SASRec vs DIF-SR,0.01
0e059b42985e943c53d30c8fe0470868966211f0c411f6c04a5953e088eee111,high,SASRec vs DIF-SR,0.03
0e48a3c847281518bbfa09bff2a1b230c15ba021871627f6996cb2c08a1c08fa,high,SASRec vs DIF-SR,0.0
0e95b660738038f3e08fb3c3488642baa065047948c36c4a29dd5262df194d72,high,SASRec vs DIF-SR,0.01
0ec44b1c44fede4a69add706d8992218ad6e79b834b41c7895441f962730d575,high,SASRec vs DIF-SR,0.01
0efeb6e89b8beddf86595cad1f5159212874b743aebd21de44cf9af0fcad8e1c,high,SASRec vs DIF-SR,0.0
0f54c411ca865b81c65207ffa955bcda2d8b452cc994a57f9994b567e7f3b5f9,mid,SASRec vs DIF-SR,0.02
0f5849479fb11da06e9b97dbf0dea044fb04eee74c04adb65a829624eed04799,high,SASRec vs DIF-SR,0.02
0f7ce3aed7a7be814a07d4dd0f35eba4f3d7fe91d0baee0a904e1aa0840bdb7c,low,SASRec vs DIF-SR,0.01
1038f1b5568abb317c8bc0f1e401d81d1ab5511c41dbe42df91c90f27bcd5f5b,low,SASRec vs DIF-SR,0.02
103eb1c6ea0ddbac641a2b3f68795185d962d6ac71077c05837705fbc37f80b9,low,SASRec vs DIF-SR,0.01
109dc0114c77917e572ff87ecd6cd4ffa5b6099ce5bcf3a4a2b501fed66e544e,high,SASRec vs DIF-SR,0.01
10a72807d627ec77b9faad32bf9af0049d4bac4550986490fa9a517a3526bda2,mid,SASRec vs DIF-SR,0.02
10e2c45051f6bbaa8b4c12b1eb89c5993994b98a3b98ad78dfbda4719de52423,mid,SASRec vs DIF-SR,0.0
11181244f3f0275e9c4209db8c2822520872d7a51e358072cf0f7d030c4d74ab,high,SASRec vs DIF-SR,0.0
111dd91c7f827034ba986ed82f3f138874c338a69505ae46cb493a60522d0493,mid,SASRec vs DIF-SR,0.0
112262013ccb818eacc42ebbfbd72336ab39da935782d7b512a016b4d2efb4a4,low,SASRec vs DIF-SR,0.0
115c674c0b1e4e7e81bd85d6a8213ad9a5ede8af2d4fce4b7b1170c3cd3f4605,low,SASRec vs DIF-SR,0.0
11734dc19d935fae27df572dc0f8deae7bd3be770aff2359c1ee810f98a08e0f,high,SASRec vs DIF-SR,0.01
11c87b3430bc082fe7766fc65efc4e84091197a4c38b66e09833b1ae8c90b4b6,high,SASRec vs DIF-SR,0.02
11e57604ed639fa0cc72a488185aff67c4d4db57f0b55bf3dce71d6c71496c01,high,SASRec vs DIF-SR,0.01
1212f448b1bad8fc46b7bb1afd39328cdc05946540af64c0bb42cabc782445be,high,SASRec vs DIF-SR,0.01
1235a2fb6e3c554da92daba0ccf575252151cc44d31cfa02857acee6d97bd7d9,high,SASRec vs DIF-SR,0.01
127494190ed230f0f3f15a0da275ea1303af4ddf7cfada52d2b7e1d2995b8470,low,SASRec vs DIF-SR,0.0
127aefcef45789d2d27579dddff60ab05cd806610ef6b372e52098745a77f494,low,SASRec vs DIF-SR,0.01
1282eb2781c411859c77ed6658ee362c2f81bb2c99eea307c1a9dd3522605941,mid,SASRec vs DIF-SR,0.02
12941ab523e691e7c06327a46658a274e254139590eb7f48cf7e1edfd035ae64,high,SASRec vs DIF-SR,0.01
12a984e269bd2e2fee3a773c4ba894f528d986595f86d53b2b0c68cd95a8aeea,high,SASRec vs DIF-SR,0.01
12b303c8522816cc48acaccb90b4365596d33635f943b207d24080ba0f4dd506,high,SASRec vs DIF-SR,0.01
130d4d49dde37a40f318941392f78b367183ec1a91cf981876061f93cd799c96,high,SASRec vs DIF-SR,0.0
139214fb20b4efe7b21b6950dedcecdbab136ca1172767b9b0b599922f349701,high,SASRec vs DIF-SR,0.01
13a41fa5d732e8f3b65914fea273629fe6acbdd7675c477205b594f2a982638e,high,SASRec vs DIF-SR,0.01
13b4951d43e84029c9d6bec584266530eae4ca54c26f2976f31f23fecc5c1ed1,high,SASRec vs DIF-SR,0.0
13bca892a8c9c473770f04aabf051fff655b09d2e528c3309fce4787c4c89173,high,SASRec vs DIF-SR,0.01
13e40312d421fd60e137de528c75f248560c4900f913ddceeb7847632b6d7068,high,SASRec vs DIF-SR,0.01
13e8bf72ade06a59fc6bc0dd963bcdbdec8be999a58e9b7f8297e7b681001b13,high,SASRec vs DIF-SR,0.0
13f363f488c2516e001fc15cd9ca1c39d260b33f9847b61bea48a6e026eb314d,high,SASRec vs DIF-SR,0.0
1440b33d64e630ba8c76eb5288e8856de2031e372b4f129841e9b9af90eeb65e,high,SASRec vs DIF-SR,0.01
14542059d21a8ce0244e55a3ada44edbdf73be48f04fb9a63fa2ff420b92effb,high,SASRec vs DIF-SR,0.02
1468276c4f58998511b2dadab66234cd9030e17c85db92b655c91ae5396f7f7d,high,SASRec vs DIF-SR,0.02
147a15bbdfbaf47ab0b0d0d2eab04658afbe829b77fb54f3d251d027e238b015,high,SASRec vs DIF-SR,0.01
147afe5f58bdf6f26334e4e2670ac5cad517c87010dd4d6d3ba978d76afa8824,high,SASRec vs DIF-SR,0.01
148201f23af5c22438fd62595954cf7533773dbe5cb52b5e3f7a7503d9241c87,high,SASRec vs DIF-SR,0.01
148e6715b044c4791e462e95edcb03bf3e869bf3f189d7f79cdc79a5463bb98c,low,SASRec vs DIF-SR,0.01
1496e26007671b62ba3a2ede5c354993140977265e405b20df7f6812819c3204,high,SASRec vs DIF-SR,0.02
14b21ae157603baa031e9440faa98c58d0745025285faa21d127c6e116452758,low,SASRec vs DIF-SR,0.02
14d7c5dae7351c9edce27954bdcddca3c02f105341d3ea8bb975c7ef7f9a7c5a,low,SASRec vs DIF-SR,0.03
15305d78413b8248085171cf747081345454aa558e942f3345c13680e95559bb,mid,SASRec vs DIF-SR,0.0
153f42630793485c6692918e5b6d13466ff577d1bd663215ea7c4492692309f0,mid,SASRec vs DIF-SR,0.01
15a9a5a254b7d63c1033f1813a29afb73fda1e2a2cd46779377ebfbc6b301cf3,high,SASRec vs DIF-SR,0.02
15b9fb3fc89f82963621f29da5930d3df6b059324f3d86faddaf577ffa5de8b2,high,SASRec vs DIF-SR,0.02
15bf4142a79c307bcb887d88f99bb824bbe028a28ac344d97fa5f93e9238ac02,high,SASRec vs DIF-SR,0.0
15cb16212a48ec90dc3e9006f8f647364494b2c1ec7b9852b513c16aa7f510fc,low,SASRec vs DIF-SR,0.02
15eb408f4e91c11f86e4800a6957a90f071a16c1bf2fc7c70079a4c9dbb6a2eb,mid,SASRec vs DIF-SR,0.0
15ff006938c4eaa84a03727e0c7ffc259976a4a6519cafbb7c3212b152037e15,high,SASRec vs DIF-SR,0.02
161afe62668c5be4c5b2771b3551c00d60f57f03096080bc9f57b51dd71a04c3,high,SASRec vs DIF-SR,0.02
162acbe130377e612a3954989b14c2c7d76e100ab4189b1795153e0d5a2a8b58,high,SASRec vs DIF-SR,0.01
164b2311ccc650bb6614f5be9c11065f509fdefc57ed3eeebd85a00f3a486238,high,SASRec vs DIF-SR,0.01
166994dd84ee75850d7e38b0db3e05e86d554d7c18fcffd8b04cf9abb1bfca89,high,SASRec vs DIF-SR,0.01
16a1d3c504985ef60bda6bb2dc68eb0b97820906e7a77bc82c4d3115f80a09e4,low,SASRec vs DIF-SR,0.01
16aa3109c42ce6d4665e5cd98189c0a4f9e473446bbf1408b602fbf0a5703496,mid,SASRec vs DIF-SR,0.0
16ade72f5f8359d7e42bff5d013c98233d3b1c1e30e705bc10217056469c1b41,low,SASRec vs DIF-SR,0.01
16b7eabc3705104716a0549955daba15f9c73b921a720a312e0456135f17149c,high,SASRec vs DIF-SR,0.02
16e8ea27a49e40a2c26bfa8098b127b6918d862987d0453e294177d44f1bbf6b,high,SASRec vs DIF-SR,0.02
171701f362e2c92d5a4d9bd4213170e9cb64dd7d43be933a5c5418e61a466afc,high,SASRec vs DIF-SR,0.02
1735c32c64b5294841e63a86184e9b1d62b77e07b6ecd68aaedf951f690b06b8,high,SASRec vs DIF-SR,0.01
1744b0cd966e7c0dcb977bffd98754d2804a7b22b40bd2642e7aa00e4f6b5dd3,high,SASRec vs DIF-SR,0.02
177013f46932def5c88b310275536e5c953a2fb61626617cb56267c21c634408,mid,SASRec vs DIF-SR,0.01
178763aa6ee7d457d837c55778a3c8c77a27c7c8f4fcd72f184684d748766f30,high,SASRec vs DIF-SR,0.01
17f8543c48108c19df5fe01eb1d1073e867dade29b46cb921820d34b9d1525ab,high,SASRec vs DIF-SR,0.0
181c6de01fe7361fba5070b2599d8dc87bf2234bf68b1eb0b6de8b43c2ec2416,high,SASRec vs DIF-SR,0.01
1830edc5db1ba0ab6d2a85d4300ed5f8d6498a158851343df8d064e6d2c87427,high,SASRec vs DIF-SR,0.01
187f4d0c61465a3fe044f1d206c00cc39b53399d9476067b6a28aea8f77fc70c,low,SASRec vs DIF-SR,0.02
187f73c4d2370bc7ba1e3845d3931c40f917f7bfb62b8c13c92a00632f928623,high,SASRec vs DIF-SR,0.01
18ede7cbf4252f974f0411cdc05b178d96d9cb291fb0cf22b0a5c73d9264cfaa,high,SASRec vs DIF-SR,0.0
18ef06365cfbbfeb17e2d801de726551c5663a2e1037304e3df60383eb63f2df,high,SASRec vs DIF-SR,0.02
1902f1d1f772746a591b54dd3526b3aea6118d3f9a1d645a876e05d4b301f127,low,SASRec vs DIF-SR,0.01
190f38bdfa2c0591d1d23f68b57cd2fb644ebaa314c178509de04a9c2c34ee07,high,SASRec vs DIF-SR,0.01
19209155193ec7dd30533e1e6b32bda767c731c6a33e9a92df510f6f72caabac,high,SASRec vs DIF-SR,0.01
1964a8248f16d99f5613d2e374a37d373ebbcc11d5cfb28f167e61fda8323984,high,SASRec vs DIF-SR,0.01
19a7831b8a047f4f01f829d335842ed9030b08e5cdb26a630ee1cc4d3e8c40a9,high,SASRec vs DIF-SR,0.01
19a9737f17598a98da425422a48980d0f0aa1516a3fe52f17fba1d47af4d8376,high,SASRec vs DIF-SR,0.01
19b332bf49a15cfdd4d1a05fe448489b12d5698426ed28b7a18a3049a9e988a2,mid,SASRec vs DIF-SR,0.01
19fc5a9353426747f6c0121b3f12c94f703842af2d780334c03392eda7721798,high,SASRec vs DIF-SR,0.02
1a099caa5391e2cb0e1d5bfe1961c12d360302982d784147c7e26113d8705c8a,low,SASRec vs DIF-SR,0.02
1a6e0d02d28efd74b66c380baca21f51da180e3b8ea991aedc719063ee2ac694,high,SASRec vs DIF-SR,0.01
1a9f2ae2ded405c2cda09dd84ea68212da7a78281cf83f294bf267d15fede664,high,SASRec vs DIF-SR,0.0
1aa2d3c003d0ec44a0340bf019b55913d32be668c1af6e00da2ec4f73a78a3b9,high,SASRec vs DIF-SR,0.03
1b6fa0f2cd6d44d6ba71dded0e48d28f57965c7655944275b7caaf6f28b41e39,high,SASRec vs DIF-SR,0.01
1ba1d3e6f7ed94e924a7d0b4f9c21fc0d241859c73af70dd3301ec9bb2b80535,mid,SASRec vs DIF-SR,0.01
1bed6c6ad730bf8a63543dc2311a3d20af649179545703f52b73b96ad99bd7b3,low,SASRec vs DIF-SR,0.01
1c1b5e49ec76aadbd8b77767b237d7bdd407987bc9bb87e0f9c3277c688f6caf,high,SASRec vs DIF-SR,0.01
1c280243dd5a2aaf3bc213c2b6426c7185b2be6e52726f15e3b0d9d1e60e5994,high,SASRec vs DIF-SR,0.02
1c4cfa2e3caf5c7bfb9c5e251f2963d9f7b07398311213a2c31dca9299e58233,low,SASRec vs DIF-SR,0.01
1c51d5aefe2c80cfa9c0f6d5e8ae055b8c699b462ea4a511c8b84228c009f277,high,SASRec vs DIF-SR,0.01
1c9385eabc72e5d67973e98b9ddb2b945330163c45704123404a3f3674bc9358,high,SASRec vs DIF-SR,0.01
1cdfbde46358d373da9945772e011d0c2050db2ac6114315e283acdfd2694f6e,high,SASRec vs DIF-SR,0.01
1d2243309c6353da5591425f4342283d23578b02f27f5250bd3fd67dc7d1e082,low,SASRec vs DIF-SR,0.01
1d25c5832a7d51472d1d7398a962d8774785e9c00a7e384081d972969bd1c612,high,SASRec vs DIF-SR,0.0
1d8f6bf9abc91b389e3a479c253b79b0b518935dce4cbcf49e63954d51ff6746,high,SASRec vs DIF-SR,0.01
1d9944b5caa2753ba9e6690e71e772b37c18e28c951342de758bc058828a3981,low,SASRec vs DIF-SR,0.0
1db7a84c646f64a85a8bb4e5ff74eddc6bf5efc6a9702002f46f8af61e4ffab6,mid,SASRec vs DIF-SR,0.01
1dc59f44930e27709985be7fe2a15c21d2b8afa6a22240852b55b8d4a1f989b3,high,SASRec vs DIF-SR,0.01
1df000cda36243255dcd9621497898c7eaba25567a21e57e3235afb3bd50a573,mid,SASRec vs DIF-SR,0.0
1df3e662a726113dea4b384fddfbbc316f14d74c4cee9605dcc8df933cb5bde8,high,SASRec vs DIF-SR,0.0
1df8fa03d1f09e8a569bfb1c4c238a0ea41177e94f4e170ae9a7a7957a8c72d9,low,SASRec vs DIF-SR,0.0
1e1ea92318cacede571fc4e4a9bf9bad9456379c4d47017ba557e1f39510f06a,high,SASRec vs DIF-SR,0.01
1e7cd57f6ac2215d2d17a4f706afa58c42ae12831606db0872edb3de957dfb1c,high,SASRec vs DIF-SR,0.02
1ea039cfce2ab5357d420a9739dc61f0607356a7a038bb1d09c3796473f4103b,mid,SASRec vs DIF-SR,0.01
1ea5ee4df97f73416b795ff2a6b9bf973a6ca38b89a11ef7302fee4eb3fb68b1,high,SASRec vs DIF-SR,0.01
1ea810303241f4c321e4235565418f561c3dfda2ef60b0d753f91a0781f4f3f7,high,SASRec vs DIF-SR,0.01
1efeec33ea48486f6b1c6c274ae25a4ce5240654a8368f28bdf5df325bfe6d95,high,SASRec vs DIF-SR,0.01
1f22c7d5954527195b1337021065eecd970f6812649be85d57dfcf42cc66aae2,high,SASRec vs DIF-SR,0.02
1f2d0dc98149a29692b9efeee5dde572a061a0b2ca429a910d4ac59ca96bb8d2,low,SASRec vs DIF-SR,0.02
1f350dfcaebab64aec25122ab5603ebfb3115199453bb71044c45d58ccb97782,mid,SASRec vs DIF-SR,0.0
1f3f0ca501948341d4cf5f54c9c7f4e8808b32681d874b1e1b03468884b1f6de,low,SASRec vs DIF-SR,0.01
1f573f25b43e2c74d7664cf7fae983492893a9bcd4d7e3a9293bac903ea356da,high,SASRec vs DIF-SR,0.0
1fad8f92bd1cfc7d45b51cc7f18eb622f134b96d3aace98d5fcf1ada734bc982,high,SASRec vs DIF-SR,0.02
1fd47f752ec939f66f39e75b0431d1c3e32d9ca9c677e2f20143686fa5c37107,high,SASRec vs DIF-SR,0.03
1ff9be315149abf630a46a0529b81ef22b15164d0edc8b4e03f506c0b8fffa3c,high,SASRec vs DIF-SR,0.03
2066407eb543970e19921619cf9274c0e6d81575e0b07b693318dafebfbdd291,high,SASRec vs DIF-SR,0.01
20873a24f7741067a557a5223ccc7508b06cf632c79636f01dee1b39719c464d,high,SASRec vs DIF-SR,0.01
208c67bff68d2f2cceebbab886e379d6e32c7b29f9eb57dde9aa9554976c3476,high,SASRec vs DIF-SR,0.01
20a44aa842690081b644d86cbb260039a23efa8c29907577b43b19f2fb70b995,mid,SASRec vs DIF-SR,0.0
20aefc558cb636e95638853c61c80a498a75251261802529d968feba0d52740e,mid,SASRec vs DIF-SR,0.02
20b6ab113a8f4f073bbadc36deb9e9bcbb2d94f4e46233583edc019bf8e208ba,mid,SASRec vs DIF-SR,0.01
20cbb81b80bc7fdfc601c6374f89f75d2172c6151df8a6641785d80a68373816,high,SASRec vs DIF-SR,0.01
20cd2277dae3277ea444333b75d1baaf954fc879cea2940127d2c509a81b35a1,high,SASRec vs DIF-SR,0.02
2135790e6b63d10b59f9d8b84a58e24328b0f5ed3a48f15c0a29d4832fdcf167,high,SASRec vs DIF-SR,0.02
215e30aec7002e186f5f7b4a6f8d814146b3d8f689e8ae4a4819983bd2e8ae1a,high,SASRec vs DIF-SR,0.01
21628ba2af2663407fcd7299546d0bd16d84fc0a9e72b2ebbdb82c70a14b9238,high,SASRec vs DIF-SR,0.01
216859e07881c6c2dc494453468a125afbfbb479ec3b46f4761ac9f8e321e04c,high,SASRec vs DIF-SR,0.01
21d1eef58c9602bda890f50fba4d824f880fbdf2256d0974449f20a2c705f762,mid,SASRec vs DIF-SR,0.01
2246ba8331748fb38d10105bbc3143645f30f4d1bc9898ee9d02b13be99b52c2,high,SASRec vs DIF-SR,0.01
228672cbd3455cf55c8e5e510684b009b2cf178d46df2555202ee4e5bc1e6a42,high,SASRec vs DIF-SR,0.01
22b032c232b1dec928865ca089b4be39df80bd2212643def980c9f8c27ce8eb8,high,SASRec vs DIF-SR,0.02
22e0dabd978c9e11de9af2abe969d324dd496fd0c4ca66935393a0df4e033109,high,SASRec vs DIF-SR,0.01
22ebf56d040f8b62d28ec36c2df99c3bab541f2e8d2887a9f894be0dfa0cb42c,high,SASRec vs DIF-SR,0.01
23015be06a687d41c559dd347e2514b119974f8d23541365b187e852a197f67d,low,SASRec vs DIF-SR,0.0
23414c1f0b6192c101597e77ef46dc7e92c93854b05b57144ecb1f69648988a7,low,SASRec vs DIF-SR,0.0
23e2a958063793bcc86bf07372bd21193a77b42f3c2888b0de260549719d8994,high,SASRec vs DIF-SR,0.01
